URL,CrawledStatus,LikelyCause,RequiredFixes,CanonicalShouldBe,JSONLD_Headline,AddToInternalLinks,SitemapsToTouch,SuggestedLastmod,Priority
https://nrlc.ai/en-us/blog/blog-post-6/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/blog/blog-post-6/,Blog Post 6,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/cambridge/seo-specialist/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/cambridge/seo-specialist/,Seo Specialist,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/dallas/technical-writer/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/dallas/technical-writer/,Technical Writer,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/el-paso/llm-strategist/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/el-paso/llm-strategist/,Llm Strategist,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/fort-worth/schema-engineer/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/fort-worth/schema-engineer/,Schema Engineer,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/glasgow/technical-writer/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/glasgow/technical-writer/,Technical Writer,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/goyang/seo-specialist/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/goyang/seo-specialist/,Seo Specialist,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/kobe/schema-engineer/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/kobe/schema-engineer/,Schema Engineer,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/milwaukee/llm-strategist/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/milwaukee/llm-strategist/,Llm Strategist,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/minneapolis/seo-specialist/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/minneapolis/seo-specialist/,Seo Specialist,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/mito/seo-specialist/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/mito/seo-specialist/,Seo Specialist,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/montreal/seo-specialist/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/montreal/seo-specialist/,Seo Specialist,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/nagoya/seo-specialist/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/nagoya/seo-specialist/,Seo Specialist,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/northampton/schema-engineer/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/northampton/schema-engineer/,Schema Engineer,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/nottingham/llm-strategist/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/nottingham/llm-strategist/,Llm Strategist,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/omaha/seo-specialist/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/omaha/seo-specialist/,Seo Specialist,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/soka/technical-writer/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/soka/technical-writer/,Technical Writer,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/wako/llm-strategist/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/wako/llm-strategist/,Llm Strategist,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/winnipeg/technical-writer/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/winnipeg/technical-writer/,Technical Writer,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/yashio/llm-strategist/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/yashio/llm-strategist/,Llm Strategist,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/careers/yellowknife/llm-strategist/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/careers/yellowknife/llm-strategist/,Llm Strategist,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/case-studies/case-study-130/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/case-studies/case-study-130/,Case Study 130,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/case-studies/case-study-149/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/case-studies/case-study-149/,Case Study 149,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/case-studies/case-study-162/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/case-studies/case-study-162/,Case Study 162,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/case-studies/case-study-2/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/case-studies/case-study-2/,Case Study 2,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/case-studies/case-study-28/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/case-studies/case-study-28/,Case Study 28,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-1/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-1/,Resource 1,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-102/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-102/,Resource 102,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-109/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-109/,Resource 109,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-143/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-143/,Resource 143,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-195/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-195/,Resource 195,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-260/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-260/,Resource 260,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-320/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-320/,Resource 320,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-326/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-326/,Resource 326,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-332/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-332/,Resource 332,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-4/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-4/,Resource 4,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-42/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-42/,Resource 42,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-436/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-436/,Resource 436,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-457/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-457/,Resource 457,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-461/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-461/,Resource 461,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-501/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-501/,Resource 501,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-517/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-517/,Resource 517,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-520/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-520/,Resource 520,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-585/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-585/,Resource 585,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-673/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-673/,Resource 673,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-695/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-695/,Resource 695,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-72/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-72/,Resource 72,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-745/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-745/,Resource 745,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-748/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-748/,Resource 748,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-770/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-770/,Resource 770,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-784/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-784/,Resource 784,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-804/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-804/,Resource 804,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-817/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-817/,Resource 817,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-833/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-833/,Resource 833,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-855/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-855/,Resource 855,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-857/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-857/,Resource 857,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
https://nrlc.ai/en-us/resources/resource-893/,never_crawled,Never crawled (queue deprioritized); Thin/templated content or low internal priority,Add strong internal links from homepage and related posts; Ensure XML sitemap lists this URL with fresh <lastmod>; Verify canonical equals self and page returns 200; Add unique Article JSON-LD with headline/description/datePublished,https://nrlc.ai/en-us/resources/resource-893/,Resource 893,Yes,"sitemap.xml, sitemap-posts.xml",2025-10-18,High
